#Top: top_wrapper   Floorplan: impl_1   Part: xc7a200tlffg1156-2L
#Generated by: berkb   on: Fri Aug 23 12:15:25 2024
#Build: Vivado v2020.1   by: xbuild   on: Wed May 27 19:54:35 MDT 2020
#Package Version: FINAL 2012-08-07
#Package Pin Delay Version: VERS. 2.0 2012-08-07

IO Bank,Pin Number,Site,Site Type,Min Trace Delay (ps),Max Trace Delay (ps),Prohibit,Interface,Signal Name,Direction,DiffPair Type,DiffPair Signal,IO Standard,Drive (mA),Voh,DC_BIAS,Slew Rate,OUTPUT_IMPEDANCE,PRE_EMPHASIS,LVDS_PRE_EMPHASIS,EQUALIZATION,Pull Type,DQS_BIAS,IN_TERM,DIFF_TERM,OFFCHIP_TERM,Board Signal,Board Voltage
16,H33,IOB_X0Y208,IO_L21P_T3_DQS_16,133.232,134.572,,,buf_rd_write_data[164],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,G34,IOB_X0Y207,IO_L21N_T3_DQS_16,137.356,138.736,,,buf_rd_write_data[163],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,L32,IOB_X0Y206,IO_L22P_T3_16,116.048,117.214,,,buf_rd_write_data[162],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,K32,IOB_X0Y205,IO_L22N_T3_16,120.882,122.096,,,buf_rd_write_data[161],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,J33,IOB_X0Y204,IO_L23P_T3_16,127.768,129.052,,,buf_rd_write_data[160],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,H34,IOB_X0Y203,IO_L23N_T3_16,135.794,137.158,,,buf_rd_write_data[159],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,L33,IOB_X0Y202,IO_L24P_T3_16,125.922,127.188,,,buf_rd_write_data[158],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,L34,IOB_X0Y201,IO_L24N_T3_16,127.591,128.873,,,buf_rd_write_data[157],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
16,M26,IOB_X0Y200,IO_25_16,67.330,68.007,,,buf_rd_write_data[156],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AJ24,IOB_X0Y49,IO_0_12,132.991,134.327,,,buf_rd_write_data[155],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AL34,IOB_X0Y48,IO_L1P_T0_12,164.101,165.751,,,buf_rd_write_data[154],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AM34,IOB_X0Y47,IO_L1N_T0_12,174.707,176.463,,,buf_rd_write_data[153],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AJ33,IOB_X0Y46,IO_L2P_T0_12,154.625,156.179,,,buf_rd_write_data[152],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AJ34,IOB_X0Y45,IO_L2N_T0_12,163.987,165.635,,,buf_rd_write_data[151],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AN34,IOB_X0Y44,IO_L3P_T0_DQS_12,185.282,187.144,,,buf_rd_write_data[150],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AP34,IOB_X0Y43,IO_L3N_T0_DQS_12,188.272,190.164,,,buf_rd_write_data[149],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AK33,IOB_X0Y42,IO_L4P_T0_12,154.536,156.090,,,buf_rd_write_data[148],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AL33,IOB_X0Y41,IO_L4N_T0_12,159.020,160.618,,,buf_rd_write_data[147],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AN33,IOB_X0Y40,IO_L5P_T0_12,170.073,171.783,,,buf_rd_write_data[146],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AP33,IOB_X0Y39,IO_L5N_T0_12,182.176,184.006,,,buf_rd_write_data[145],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AL32,IOB_X0Y38,IO_L6P_T0_12,149.177,150.677,,,buf_rd_write_data[144],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AM32,IOB_X0Y37,IO_L6N_T0_VREF_12,149.340,150.840,,,buf_rd_write_data[143],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AJ31,IOB_X0Y36,IO_L7P_T1_12,130.471,131.783,,,buf_rd_write_data[142],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AK32,IOB_X0Y35,IO_L7N_T1_12,144.414,145.866,,,buf_rd_write_data[141],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AM31,IOB_X0Y34,IO_L8P_T1_12,145.822,147.288,,,buf_rd_write_data[140],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AN32,IOB_X0Y33,IO_L8N_T1_12,158.768,160.364,,,buf_rd_write_data[139],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AJ30,IOB_X0Y32,IO_L9P_T1_DQS_12,135.123,136.481,,,buf_rd_write_data[138],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AK31,IOB_X0Y31,IO_L9N_T1_DQS_12,137.497,138.879,,,buf_rd_write_data[137],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AN31,IOB_X0Y30,IO_L10P_T1_12,151.030,152.548,,,buf_rd_write_data[136],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AP31,IOB_X0Y29,IO_L10N_T1_12,160.232,161.842,,,buf_rd_write_data[135],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AJ29,IOB_X0Y28,IO_L11P_T1_SRCC_12,128.945,130.241,,,buf_rd_write_data[134],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AK30,IOB_X0Y27,IO_L11N_T1_SRCC_12,129.617,130.919,,,buf_rd_write_data[133],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AL30,IOB_X0Y26,IO_L12P_T1_MRCC_12,136.242,137.612,,,buf_rd_write_data[132],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AM30,IOB_X0Y25,IO_L12N_T1_MRCC_12,137.901,139.287,,,buf_rd_write_data[131],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AL28,IOB_X0Y24,IO_L13P_T2_MRCC_12,120.852,122.066,,,buf_rd_write_data[130],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AL29,IOB_X0Y23,IO_L13N_T2_MRCC_12,123.604,124.846,,,buf_rd_write_data[129],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AJ28,IOB_X0Y22,IO_L14P_T2_SRCC_12,115.849,117.013,,,buf_rd_write_data[128],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AK28,IOB_X0Y21,IO_L14N_T2_SRCC_12,117.069,118.245,,,buf_rd_write_data[127],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AP29,IOB_X0Y20,IO_L15P_T2_DQS_12,147.010,148.488,,,buf_rd_write_data[126],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AP30,IOB_X0Y19,IO_L15N_T2_DQS_12,147.352,148.832,,,buf_rd_write_data[125],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AM29,IOB_X0Y18,IO_L16P_T2_12,134.090,135.438,,,buf_rd_write_data[124],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AN29,IOB_X0Y17,IO_L16N_T2_12,134.757,136.111,,,buf_rd_write_data[123],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AN28,IOB_X0Y16,IO_L17P_T2_12,131.771,133.095,,,buf_rd_write_data[122],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AP28,IOB_X0Y15,IO_L17N_T2_12,136.497,137.869,,,buf_rd_write_data[121],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AK27,IOB_X0Y14,IO_L18P_T2_12,116.998,118.174,,,buf_rd_write_data[120],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AL27,IOB_X0Y13,IO_L18N_T2_12,116.914,118.090,,,buf_rd_write_data[119],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AJ25,IOB_X0Y12,IO_L19P_T3_12,95.658,96.619,,,buf_rd_write_data[118],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AK25,IOB_X0Y11,IO_L19N_T3_VREF_12,96.718,97.690,,,buf_rd_write_data[117],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AJ26,IOB_X0Y10,IO_L20P_T3_12,98.360,99.349,,,buf_rd_write_data[116],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AK26,IOB_X0Y9,IO_L20N_T3_12,99.985,100.989,,,buf_rd_write_data[115],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AM26,IOB_X0Y8,IO_L21P_T3_DQS_12,117.191,118.369,,,buf_rd_write_data[114],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AN26,IOB_X0Y7,IO_L21N_T3_DQS_12,121.037,122.253,,,buf_rd_write_data[113],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AM27,IOB_X0Y6,IO_L22P_T3_12,116.355,117.525,,,buf_rd_write_data[112],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AN27,IOB_X0Y5,IO_L22N_T3_12,126.270,127.540,,,buf_rd_write_data[111],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AL25,IOB_X0Y4,IO_L23P_T3_12,103.064,104.100,,,buf_rd_write_data[110],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AM25,IOB_X0Y3,IO_L23N_T3_12,108.339,109.427,,,buf_rd_write_data[109],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AP25,IOB_X0Y2,IO_L24P_T3_12,126.344,127.614,,,buf_rd_write_data[108],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AP26,IOB_X0Y1,IO_L24N_T3_12,130.832,132.146,,,buf_rd_write_data[107],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
12,AL24,IOB_X0Y0,IO_25_12,99.389,100.388,,,buf_rd_write_data[106],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,AC8,IOB_X1Y105,IO_L22N_T3_34,85.865,86.728,,,buf_rd_write_data[105],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,AA10,IOB_X1Y104,IO_L23P_T3_34,73.581,74.321,,,buf_rd_write_data[104],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,AA9,IOB_X1Y103,IO_L23N_T3_34,73.869,74.611,,,buf_rd_write_data[103],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,AB10,IOB_X1Y102,IO_L24P_T3_34,85.803,86.665,,,buf_rd_write_data[102],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,AB9,IOB_X1Y101,IO_L24N_T3_34,81.163,81.979,,,buf_rd_write_data[101],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,AB11,IOB_X1Y100,IO_25_34,87.752,88.634,,,buf_rd_write_data[100],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AD23,IOB_X0Y99,IO_0_13,122.681,123.913,,,buf_rd_write_data[99],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AF34,IOB_X0Y98,IO_L1P_T0_13,145.346,146.806,,,buf_rd_write_data[98],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AG34,IOB_X0Y97,IO_L1N_T0_13,155.950,157.518,,,buf_rd_write_data[97],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AD33,IOB_X0Y96,IO_L2P_T0_13,131.954,133.280,,,buf_rd_write_data[96],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AD34,IOB_X0Y95,IO_L2N_T0_13,136.991,138.367,,,buf_rd_write_data[95],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AH33,IOB_X0Y94,IO_L3P_T0_DQS_13,161.206,162.826,,,buf_rd_write_data[94],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AH34,IOB_X0Y93,IO_L3N_T0_DQS_13,164.279,165.931,,,buf_rd_write_data[93],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AE33,IOB_X0Y92,IO_L4P_T0_13,131.018,132.334,,,buf_rd_write_data[92],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AF33,IOB_X0Y91,IO_L4N_T0_13,139.729,141.133,,,buf_rd_write_data[91],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AG32,IOB_X0Y90,IO_L5P_T0_13,140.892,142.308,,,buf_rd_write_data[90],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AH32,IOB_X0Y89,IO_L5N_T0_13,149.665,151.169,,,buf_rd_write_data[89],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AE32,IOB_X0Y88,IO_L6P_T0_13,128.157,129.445,,,buf_rd_write_data[88],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AF32,IOB_X0Y87,IO_L6N_T0_VREF_13,126.889,128.165,,,buf_rd_write_data[87],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AD31,IOB_X0Y86,IO_L7P_T1_13,111.200,112.318,,,buf_rd_write_data[86],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AE31,IOB_X0Y85,IO_L7N_T1_13,122.851,124.085,,,buf_rd_write_data[85],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AD30,IOB_X0Y84,IO_L8P_T1_13,103.250,104.288,,,buf_rd_write_data[84],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AE30,IOB_X0Y83,IO_L8N_T1_13,109.829,110.933,,,buf_rd_write_data[83],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AD28,IOB_X0Y82,IO_L9P_T1_DQS_13,101.799,102.823,,,buf_rd_write_data[82],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AD29,IOB_X0Y81,IO_L9N_T1_DQS_13,101.493,102.513,,,buf_rd_write_data[81],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AG31,IOB_X0Y80,IO_L10P_T1_13,123.398,124.638,,,buf_rd_write_data[80],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AH31,IOB_X0Y79,IO_L10N_T1_13,133.188,134.526,,,buf_rd_write_data[79],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AF29,IOB_X0Y78,IO_L11P_T1_SRCC_13,116.448,117.618,,,buf_rd_write_data[78],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AF30,IOB_X0Y77,IO_L11N_T1_SRCC_13,119.411,120.611,,,buf_rd_write_data[77],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AG29,IOB_X0Y76,IO_L12P_T1_MRCC_13,120.419,121.629,,,buf_rd_write_data[76],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AG30,IOB_X0Y75,IO_L12N_T1_MRCC_13,123.558,124.800,,,buf_rd_write_data[75],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AH28,IOB_X0Y74,IO_L13P_T2_MRCC_13,120.230,121.438,,,buf_rd_write_data[74],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AH29,IOB_X0Y73,IO_L13N_T2_MRCC_13,121.415,122.635,,,buf_rd_write_data[73],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AE28,IOB_X0Y72,IO_L14P_T2_SRCC_13,99.033,100.028,,,buf_rd_write_data[72],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AF28,IOB_X0Y71,IO_L14N_T2_SRCC_13,101.714,102.736,,,buf_rd_write_data[71],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AD26,IOB_X0Y70,IO_L15P_T2_DQS_13,85.856,86.719,,,buf_rd_write_data[70],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AE26,IOB_X0Y69,IO_L15N_T2_DQS_13,88.998,89.892,,,buf_rd_write_data[69],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AC26,IOB_X0Y68,IO_L16P_T2_13,88.223,89.110,,,buf_rd_write_data[68],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AC27,IOB_X0Y67,IO_L16N_T2_13,88.163,89.049,,,buf_rd_write_data[67],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AG27,IOB_X0Y66,IO_L17P_T2_13,104.696,105.748,,,buf_rd_write_data[66],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AH27,IOB_X0Y65,IO_L17N_T2_13,110.837,111.951,,,buf_rd_write_data[65],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AE27,IOB_X0Y64,IO_L18P_T2_13,90.667,91.578,,,buf_rd_write_data[64],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AF27,IOB_X0Y63,IO_L18N_T2_13,93.922,94.866,,,buf_rd_write_data[63],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AG26,IOB_X0Y62,IO_L19P_T3_13,101.862,102.886,,,buf_rd_write_data[62],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AH26,IOB_X0Y61,IO_L19N_T3_VREF_13,109.899,111.003,,,buf_rd_write_data[61],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AE23,IOB_X0Y60,IO_L20P_T3_13,97.211,98.188,,,buf_rd_write_data[60],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AF23,IOB_X0Y59,IO_L20N_T3_13,99.207,100.204,,,buf_rd_write_data[59],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AG24,IOB_X0Y58,IO_L21P_T3_DQS_13,116.329,117.499,,,buf_rd_write_data[58],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AH24,IOB_X0Y57,IO_L21N_T3_DQS_13,119.472,120.672,,,buf_rd_write_data[57],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AC24,IOB_X0Y56,IO_L22P_T3_13,87.592,88.472,,,buf_rd_write_data[56],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AD24,IOB_X0Y55,IO_L22N_T3_13,87.804,88.686,,,buf_rd_write_data[55],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AF25,IOB_X0Y54,IO_L23P_T3_13,92.105,93.030,,,buf_rd_write_data[54],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AG25,IOB_X0Y53,IO_L23N_T3_13,98.205,99.192,,,buf_rd_write_data[53],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AD25,IOB_X0Y52,IO_L24P_T3_13,86.704,87.575,,,buf_rd_write_data[52],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AE25,IOB_X0Y51,IO_L24N_T3_13,86.872,87.745,,,buf_rd_write_data[51],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
13,AF24,IOB_X0Y50,IO_25_13,86.259,87.126,,,buf_rd_write_data[50],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
15,T24,IOB_X0Y199,IO_0_15,56.938,57.510,,,buf_rd_write_data[49],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
15,R26,IOB_X0Y198,IO_L1P_T0_AD0P_15,67.846,68.528,,,buf_rd_write_data[48],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
15,P26,IOB_X0Y197,IO_L1N_T0_AD0N_15,66.248,66.914,,,buf_rd_write_data[47],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
15,N26,IOB_X0Y196,IO_L2P_T0_AD8P_15,67.166,67.841,,,buf_rd_write_data[46],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
15,M27,IOB_X0Y195,IO_L2N_T0_AD8N_15,76.695,77.466,,,buf_rd_write_data[45],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
15,U25,IOB_X0Y194,IO_L3P_T0_DQS_AD1P_15,79.627,80.428,,,buf_rd_write_data[44],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
15,T25,IOB_X0Y193,IO_L3N_T0_DQS_AD1N_15,79.778,80.580,,,buf_rd_write_data[43],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
15,P24,IOB_X0Y192,IO_L4P_T0_15,66.037,66.701,,,buf_rd_write_data[42],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
15,N24,IOB_X0Y191,IO_L4N_T0_15,66.877,67.549,,,buf_rd_write_data[41],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
15,U26,IOB_X0Y190,IO_L5P_T0_AD9P_15,89.597,90.498,,,buf_rd_write_data[40],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
15,U27,IOB_X0Y189,IO_L5N_T0_AD9N_15,100.411,101.421,,,buf_rd_write_data[39],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
15,R25,IOB_X0Y188,IO_L6P_T0_15,66.368,67.035,,,buf_rd_write_data[38],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
15,P25,IOB_X0Y187,IO_L6N_T0_VREF_15,65.954,66.617,,,buf_rd_write_data[37],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
15,T27,IOB_X0Y186,IO_L7P_T1_AD2P_15,74.010,74.754,,,buf_rd_write_data[36],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
15,R27,IOB_X0Y185,IO_L7N_T1_AD2N_15,72.056,72.780,,,buf_rd_write_data[35],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
15,N27,IOB_X0Y184,IO_L8P_T1_AD10P_15,70.275,70.981,,,buf_rd_write_data[34],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
15,N28,IOB_X0Y183,IO_L8N_T1_AD10N_15,82.755,83.587,,,buf_rd_write_data[33],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
15,T28,IOB_X0Y182,IO_L9P_T1_DQS_AD3P_15,85.211,86.067,,,buf_rd_write_data[32],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
15,R28,IOB_X0Y181,IO_L9N_T1_DQS_AD3N_15,89.202,90.099,,,buf_rd_write_data[31],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
15,N29,IOB_X0Y180,IO_L10P_T1_AD11P_15,87.302,88.179,,,buf_rd_write_data[30],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
15,M29,IOB_X0Y179,IO_L10N_T1_AD11N_15,99.348,100.346,,,buf_rd_write_data[29],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
15,U29,IOB_X0Y178,IO_L11P_T1_SRCC_15,93.100,94.035,,,buf_rd_write_data[28],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
15,T29,IOB_X0Y177,IO_L11N_T1_SRCC_15,89.780,90.682,,,buf_rd_write_data[27],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
15,P28,IOB_X0Y176,IO_L12P_T1_MRCC_15,81.603,82.423,,,buf_rd_write_data[26],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
15,P29,IOB_X0Y175,IO_L12N_T1_MRCC_15,84.503,85.352,,,buf_rd_write_data[25],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
15,R30,IOB_X0Y174,IO_L13P_T2_MRCC_15,92.340,93.268,,,buf_rd_write_data[24],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
15,P30,IOB_X0Y173,IO_L13N_T2_MRCC_15,91.178,92.095,,,buf_rd_write_data[23],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
15,U30,IOB_X0Y172,IO_L14P_T2_SRCC_15,106.855,107.929,,,buf_rd_write_data[22],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
15,T30,IOB_X0Y171,IO_L14N_T2_SRCC_15,101.669,102.691,,,buf_rd_write_data[21],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
15,M30,IOB_X0Y170,IO_L15P_T2_DQS_15,120.469,121.679,,,buf_rd_write_data[20],OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
